Accession	Female_Parent	Male_Parent	Cross_Type
TMS14F1318P0075	IITA-TMS-IBA30572	IITA-TMS-IBA30572	self
TMS14F1318P0076	IITA-TMS-IBA30572	IITA-TMS-IBA30572	self
TMS14F1318P0077	IITA-TMS-IBA30572	IITA-TMS-IBA30572	self
TMS14F1318P0079	IITA-TMS-IBA30572	IITA-TMS-IBA30572	self
TMS14F1318P0080	IITA-TMS-IBA30572	IITA-TMS-IBA30572	self
TMS14F1318P0082	IITA-TMS-IBA30572	IITA-TMS-IBA30572	self
TMS14F1318P0083	IITA-TMS-IBA30572	IITA-TMS-IBA30572	self
TMS14F1318P0084	IITA-TMS-IBA30572	IITA-TMS-IBA30572	self
TMS14F1318P0085	IITA-TMS-IBA30572	IITA-TMS-IBA30572	self
TMS14F1318P0086	IITA-TMS-IBA30572	IITA-TMS-IBA30572	self
TMS14F1318P0088	IITA-TMS-IBA30572	IITA-TMS-IBA30572	self
TMS14F1318P0089	IITA-TMS-IBA30572	IITA-TMS-IBA30572	self
TMS14F1318P0090	IITA-TMS-IBA30572	IITA-TMS-IBA30572	self
TMS14F1318P0091	IITA-TMS-IBA30572	IITA-TMS-IBA30572	self
TMS14F1318P0092	IITA-TMS-IBA30572	IITA-TMS-IBA30572	self
TMS14F1318P0093	IITA-TMS-IBA30572	IITA-TMS-IBA30572	self
TMS14F1318P0094	IITA-TMS-IBA30572	IITA-TMS-IBA30572	self
TMS14F1318P0097	IITA-TMS-IBA30572	IITA-TMS-IBA30572	self
TMS14F1318P0099	IITA-TMS-IBA30572	IITA-TMS-IBA30572	self
TMS14F1318P0100	IITA-TMS-IBA30572	IITA-TMS-IBA30572	self
TMS14F1318P0101	IITA-TMS-IBA30572	IITA-TMS-IBA30572	self
TMS14F1318P0102	IITA-TMS-IBA30572	IITA-TMS-IBA30572	self
TMS14F1318P0105	IITA-TMS-IBA30572	IITA-TMS-IBA30572	self
TMS14F1318P0106	IITA-TMS-IBA30572	IITA-TMS-IBA30572	self
TMS14F1318P0107	IITA-TMS-IBA30572	IITA-TMS-IBA30572	self
TMS14F1318P0108	IITA-TMS-IBA30572	IITA-TMS-IBA30572	self
TMS14F1318P0109	IITA-TMS-IBA30572	IITA-TMS-IBA30572	self
TMS14F1318P0110	IITA-TMS-IBA30572	IITA-TMS-IBA30572	self
TMS14F1318P0111	IITA-TMS-IBA30572	IITA-TMS-IBA30572	self
TMS14F1318P0112	IITA-TMS-IBA30572	IITA-TMS-IBA30572	self
TMS14F1318P0113	IITA-TMS-IBA30572	IITA-TMS-IBA30572	self
TMS14F1318P0114	IITA-TMS-IBA30572	IITA-TMS-IBA30572	self
TMS14F1318P0115	IITA-TMS-IBA30572	IITA-TMS-IBA30572	self
TMS14F1318P0116	IITA-TMS-IBA30572	IITA-TMS-IBA30572	self
TMS14F1318P0117	IITA-TMS-IBA30572	IITA-TMS-IBA30572	self
TMS14F1318P0118	IITA-TMS-IBA30572	IITA-TMS-IBA30572	self
TMS14F1318P0119	IITA-TMS-IBA30572	IITA-TMS-IBA30572	self
TMS14F1318P0120	IITA-TMS-IBA30572	IITA-TMS-IBA30572	self
TMS14F1318P0121	IITA-TMS-IBA30572	IITA-TMS-IBA30572	self
TMS14F1318P0122	IITA-TMS-IBA30572	IITA-TMS-IBA30572	self
TMS14F1318P0123	IITA-TMS-IBA30572	IITA-TMS-IBA30572	self
TMS14F1318P0124	IITA-TMS-IBA30572	IITA-TMS-IBA30572	self
TMS14F1318P0125	IITA-TMS-IBA30572	IITA-TMS-IBA30572	self
TMS14F1318P0126	IITA-TMS-IBA30572	IITA-TMS-IBA30572	self
TMS14F1318P0128	IITA-TMS-IBA30572	IITA-TMS-IBA30572	self
TMS14F1318P0129	IITA-TMS-IBA30572	IITA-TMS-IBA30572	self
TMS14F1318P0130	IITA-TMS-IBA30572	IITA-TMS-IBA30572	self
TMS14F1318P0131	IITA-TMS-IBA30572	IITA-TMS-IBA30572	self
TMS14F1318P0132	IITA-TMS-IBA30572	IITA-TMS-IBA30572	self
TMS14F1318P0133	IITA-TMS-IBA30572	IITA-TMS-IBA30572	self
TMS14F1318P0134	IITA-TMS-IBA30572	IITA-TMS-IBA30572	self
TMS14F1318P0135	IITA-TMS-IBA30572	IITA-TMS-IBA30572	self
TMS14F1318P0136	IITA-TMS-IBA30572	IITA-TMS-IBA30572	self
TMS14F1318P0137	IITA-TMS-IBA30572	IITA-TMS-IBA30572	self
TMS14F1318P0141	IITA-TMS-IBA30572	IITA-TMS-IBA30572	self
TMS14F1318P0142	IITA-TMS-IBA30572	IITA-TMS-IBA30572	self
TMS14F1318P0143	IITA-TMS-IBA30572	IITA-TMS-IBA30572	self
TMS14F1318P0146	IITA-TMS-IBA30572	IITA-TMS-IBA30572	self
TMS14F1318P0147	IITA-TMS-IBA30572	IITA-TMS-IBA30572	self
TMS14F1318P0149	IITA-TMS-IBA30572	IITA-TMS-IBA30572	self
TMS14F1318P0151	IITA-TMS-IBA30572	IITA-TMS-IBA30572	self
TMS14F1318P0152	IITA-TMS-IBA30572	IITA-TMS-IBA30572	self
TMS14F1318P0153	IITA-TMS-IBA30572	IITA-TMS-IBA30572	self
TMS14F1318P0154	IITA-TMS-IBA30572	IITA-TMS-IBA30572	self
TMS14F1318P0155	IITA-TMS-IBA30572	IITA-TMS-IBA30572	self
TMS14F1318P0156	IITA-TMS-IBA30572	IITA-TMS-IBA30572	self
TMS14F1318P0157	IITA-TMS-IBA30572	IITA-TMS-IBA30572	self
TMS14F1318P0158	IITA-TMS-IBA30572	IITA-TMS-IBA30572	self
TMS14F1318P0159	IITA-TMS-IBA30572	IITA-TMS-IBA30572	self
TMS14F1318P0160	IITA-TMS-IBA30572	IITA-TMS-IBA30572	self
TMS14F1318P0161	IITA-TMS-IBA30572	IITA-TMS-IBA30572	self
TMS14F1318P0162	IITA-TMS-IBA30572	IITA-TMS-IBA30572	self
TMS14F1318P0164	IITA-TMS-IBA30572	IITA-TMS-IBA30572	self
TMS14F1318P0165	IITA-TMS-IBA30572	IITA-TMS-IBA30572	self
TMS14F1318P0166	IITA-TMS-IBA30572	IITA-TMS-IBA30572	self
TMS14F1318P0167	IITA-TMS-IBA30572	IITA-TMS-IBA30572	self
TMS14F1318P0168	IITA-TMS-IBA30572	IITA-TMS-IBA30572	self
TMS14F1318P0169	IITA-TMS-IBA30572	IITA-TMS-IBA30572	self
TMS14F1318P0170	IITA-TMS-IBA30572	IITA-TMS-IBA30572	self
TMS14F1318P0171	IITA-TMS-IBA30572	IITA-TMS-IBA30572	self
TMS14F1318P0172	IITA-TMS-IBA30572	IITA-TMS-IBA30572	self
TMS14F1318P0173	IITA-TMS-IBA30572	IITA-TMS-IBA30572	self
TMS14F1318P0174	IITA-TMS-IBA30572	IITA-TMS-IBA30572	self
TMS14F1318P0178	IITA-TMS-IBA30572	IITA-TMS-IBA30572	self
TMS14F1318P0180	IITA-TMS-IBA30572	IITA-TMS-IBA30572	self
TMS14F1318P0181	IITA-TMS-IBA30572	IITA-TMS-IBA30572	self
TMS14F1318P0182	IITA-TMS-IBA30572	IITA-TMS-IBA30572	self
TMS14F1318P0183	IITA-TMS-IBA30572	IITA-TMS-IBA30572	self
TMS14F1318P0185	IITA-TMS-IBA30572	IITA-TMS-IBA30572	self
TMS14F1318P0186	IITA-TMS-IBA30572	IITA-TMS-IBA30572	self
TMS14F1318P0188	IITA-TMS-IBA30572	IITA-TMS-IBA30572	self
TMS14F1318P0189	IITA-TMS-IBA30572	IITA-TMS-IBA30572	self
TMS14F1318P0190	IITA-TMS-IBA30572	IITA-TMS-IBA30572	self
TMS14F1318P0191	IITA-TMS-IBA30572	IITA-TMS-IBA30572	self
TMS14F1318P0192	IITA-TMS-IBA30572	IITA-TMS-IBA30572	self
TMS14F1318P0193	IITA-TMS-IBA30572	IITA-TMS-IBA30572	self
TMS14F1318P0195	IITA-TMS-IBA30572	IITA-TMS-IBA30572	self
TMS14F1318P0196	IITA-TMS-IBA30572	IITA-TMS-IBA30572	self
TMS14F1318P0197	IITA-TMS-IBA30572	IITA-TMS-IBA30572	self
TMS14F1318P0199	IITA-TMS-IBA30572	IITA-TMS-IBA30572	self
TMS14F1318P0200	IITA-TMS-IBA30572	IITA-TMS-IBA30572	self
TMS14F1318P0203	IITA-TMS-IBA30572	IITA-TMS-IBA30572	self
TMS14F1318P0206	IITA-TMS-IBA30572	IITA-TMS-IBA30572	self
TMS14F1318P0207	IITA-TMS-IBA30572	IITA-TMS-IBA30572	self
TMS14F1318P0208	IITA-TMS-IBA30572	IITA-TMS-IBA30572	self
TMS14F1318P0210	IITA-TMS-IBA30572	IITA-TMS-IBA30572	self
TMS14F1318P0211	IITA-TMS-IBA30572	IITA-TMS-IBA30572	self
TMS14F1318P0212	IITA-TMS-IBA30572	IITA-TMS-IBA30572	self
TMS14F1318P0213	IITA-TMS-IBA30572	IITA-TMS-IBA30572	self
TMS14F1318P0214	IITA-TMS-IBA30572	IITA-TMS-IBA30572	self
TMS14F1318P0215	IITA-TMS-IBA30572	IITA-TMS-IBA30572	self
TMS14F1318P0216	IITA-TMS-IBA30572	IITA-TMS-IBA30572	self
TMS14F1318P0217	IITA-TMS-IBA30572	IITA-TMS-IBA30572	self
TMS14F1318P0218	IITA-TMS-IBA30572	IITA-TMS-IBA30572	self
TMS14F1318P0219	IITA-TMS-IBA30572	IITA-TMS-IBA30572	self
TMS14F1318P0220	IITA-TMS-IBA30572	IITA-TMS-IBA30572	self
TMS14F1318P0222	IITA-TMS-IBA30572	IITA-TMS-IBA30572	self
TMS14F1318P0224	IITA-TMS-IBA30572	IITA-TMS-IBA30572	self
TMS14F1318P0225	IITA-TMS-IBA30572	IITA-TMS-IBA30572	self
TMS14F1318P0226	IITA-TMS-IBA30572	IITA-TMS-IBA30572	self
TMS14F1318P0227	IITA-TMS-IBA30572	IITA-TMS-IBA30572	self
TMS14F1318P0228	IITA-TMS-IBA30572	IITA-TMS-IBA30572	self
TMS14F1318P0229	IITA-TMS-IBA30572	IITA-TMS-IBA30572	self
TMS14F1318P0231	IITA-TMS-IBA30572	IITA-TMS-IBA30572	self
TMS14F1318P0232	IITA-TMS-IBA30572	IITA-TMS-IBA30572	self
TMS14F1318P0233	IITA-TMS-IBA30572	IITA-TMS-IBA30572	self
TMS14F1318P0234	IITA-TMS-IBA30572	IITA-TMS-IBA30572	self
TMS14F1318P0235	IITA-TMS-IBA30572	IITA-TMS-IBA30572	self
TMS14F1318P0236	IITA-TMS-IBA30572	IITA-TMS-IBA30572	self
TMS14F1318P0237	IITA-TMS-IBA30572	IITA-TMS-IBA30572	self
TMS14F1318P0239	IITA-TMS-IBA30572	IITA-TMS-IBA30572	self
TMS14F1318P0240	IITA-TMS-IBA30572	IITA-TMS-IBA30572	self
TMS14F1318P0241	IITA-TMS-IBA30572	IITA-TMS-IBA30572	self
TMS14F1318P0242	IITA-TMS-IBA30572	IITA-TMS-IBA30572	self
TMS14F1318P0243	IITA-TMS-IBA30572	IITA-TMS-IBA30572	self
TMS14F1318P0244	IITA-TMS-IBA30572	IITA-TMS-IBA30572	self
TMS14F1318P0247	IITA-TMS-IBA30572	IITA-TMS-IBA30572	self
TMS14F1318P0250	IITA-TMS-IBA30572	IITA-TMS-IBA30572	self
TMS14F1318P0252	IITA-TMS-IBA30572	IITA-TMS-IBA30572	self
TMS14F1318P0257	IITA-TMS-IBA30572	IITA-TMS-IBA30572	self
TMS14F1318P0262	IITA-TMS-IBA30572	IITA-TMS-IBA30572	self
TMS14F1318P0264	IITA-TMS-IBA30572	IITA-TMS-IBA30572	self
TMS14F1318P0266	IITA-TMS-IBA30572	IITA-TMS-IBA30572	self
TMS14F1318P0267	IITA-TMS-IBA30572	IITA-TMS-IBA30572	self
TMS14F1318P0268	IITA-TMS-IBA30572	IITA-TMS-IBA30572	self
TMS14F1318P0270	IITA-TMS-IBA30572	IITA-TMS-IBA30572	self
TMS14F1318P0271	IITA-TMS-IBA30572	IITA-TMS-IBA30572	self
TMS14F1318P0272	IITA-TMS-IBA30572	IITA-TMS-IBA30572	self
TMS14F1318P0274	IITA-TMS-IBA30572	IITA-TMS-IBA30572	self
TMS14F1318P0275	IITA-TMS-IBA30572	IITA-TMS-IBA30572	self
TMS14F1318P0276	IITA-TMS-IBA30572	IITA-TMS-IBA30572	self
TMS14F1318P0278	IITA-TMS-IBA30572	IITA-TMS-IBA30572	self
TMS14F1318P0280	IITA-TMS-IBA30572	IITA-TMS-IBA30572	self
TMS14F1318P0282	IITA-TMS-IBA30572	IITA-TMS-IBA30572	self
TMS14F1318P0283	IITA-TMS-IBA30572	IITA-TMS-IBA30572	self
TMS14F1318P0284	IITA-TMS-IBA30572	IITA-TMS-IBA30572	self
TMS14F1318P0285	IITA-TMS-IBA30572	IITA-TMS-IBA30572	self
TMS14F1318P0286	IITA-TMS-IBA30572	IITA-TMS-IBA30572	self
TMS14F1318P0287	IITA-TMS-IBA30572	IITA-TMS-IBA30572	self
TMS14F1318P0290	IITA-TMS-IBA30572	IITA-TMS-IBA30572	self
TMS14F1318P0291	IITA-TMS-IBA30572	IITA-TMS-IBA30572	self
TMS14F1318P0292	IITA-TMS-IBA30572	IITA-TMS-IBA30572	self
TMS14F1318P0293	IITA-TMS-IBA30572	IITA-TMS-IBA30572	self
TMS14F1318P0295	IITA-TMS-IBA30572	IITA-TMS-IBA30572	self
TMS14F1318P0297	IITA-TMS-IBA30572	IITA-TMS-IBA30572	self
TMS14F1318P0299	IITA-TMS-IBA30572	IITA-TMS-IBA30572	self
TMS14F1318P0300	IITA-TMS-IBA30572	IITA-TMS-IBA30572	self
TMS14F1318P0301	IITA-TMS-IBA30572	IITA-TMS-IBA30572	self
TMS14F1318P0302	IITA-TMS-IBA30572	IITA-TMS-IBA30572	self
TMS14F1318P0303	IITA-TMS-IBA30572	IITA-TMS-IBA30572	self
TMS14F1318P0307	IITA-TMS-IBA30572	IITA-TMS-IBA30572	self
TMS14F1318P0308	IITA-TMS-IBA30572	IITA-TMS-IBA30572	self
TMS14F1318P0310	IITA-TMS-IBA30572	IITA-TMS-IBA30572	self
TMS14F1318P0312	IITA-TMS-IBA30572	IITA-TMS-IBA30572	self
TMS14F1318P0313	IITA-TMS-IBA30572	IITA-TMS-IBA30572	self
TMS14F1318P0314	IITA-TMS-IBA30572	IITA-TMS-IBA30572	self
TMS14F1318P0315	IITA-TMS-IBA30572	IITA-TMS-IBA30572	self
TMS14F1318P0317	IITA-TMS-IBA30572	IITA-TMS-IBA30572	self
TMS14F1318P0318	IITA-TMS-IBA30572	IITA-TMS-IBA30572	self
TMS14F1318P0321	IITA-TMS-IBA30572	IITA-TMS-IBA30572	self
TMS14F1318P0323	IITA-TMS-IBA30572	IITA-TMS-IBA30572	self
TMS14F1318P0325	IITA-TMS-IBA30572	IITA-TMS-IBA30572	self
TMS14F1318P0326	IITA-TMS-IBA30572	IITA-TMS-IBA30572	self
TMS14F1318P0327	IITA-TMS-IBA30572	IITA-TMS-IBA30572	self
TMS14F1318P0329	IITA-TMS-IBA30572	IITA-TMS-IBA30572	self
TMS14F1318P0330	IITA-TMS-IBA30572	IITA-TMS-IBA30572	self
TMS14F1318P0331	IITA-TMS-IBA30572	IITA-TMS-IBA30572	self
TMS14F1318P0332	IITA-TMS-IBA30572	IITA-TMS-IBA30572	self
TMS14F1318P0334	IITA-TMS-IBA30572	IITA-TMS-IBA30572	self
TMS14F1318P0336	IITA-TMS-IBA30572	IITA-TMS-IBA30572	self
TMS14F1318P0337	IITA-TMS-IBA30572	IITA-TMS-IBA30572	self
TMS14F1318P0338	IITA-TMS-IBA30572	IITA-TMS-IBA30572	self
TMS14F1318P0341	IITA-TMS-IBA30572	IITA-TMS-IBA30572	self
TMS14F1318P0342	IITA-TMS-IBA30572	IITA-TMS-IBA30572	self
TMS14F1318P0343	IITA-TMS-IBA30572	IITA-TMS-IBA30572	self
TMS14F1318P0344	IITA-TMS-IBA30572	IITA-TMS-IBA30572	self
TMS14F1318P0346	IITA-TMS-IBA30572	IITA-TMS-IBA30572	self
TMS14F1318P0347	IITA-TMS-IBA30572	IITA-TMS-IBA30572	self
TMS14F1318P0348	IITA-TMS-IBA30572	IITA-TMS-IBA30572	self
TMS14F1318P0349	IITA-TMS-IBA30572	IITA-TMS-IBA30572	self
TMS14F1318P0350	IITA-TMS-IBA30572	IITA-TMS-IBA30572	self
TMS14F1318P0351	IITA-TMS-IBA30572	IITA-TMS-IBA30572	self
TMS14F1318P0352	IITA-TMS-IBA30572	IITA-TMS-IBA30572	self
TMS14F1318P0353	IITA-TMS-IBA30572	IITA-TMS-IBA30572	self
TMS14F1318P0357	IITA-TMS-IBA30572	IITA-TMS-IBA30572	self
TMS14F1318P0358	IITA-TMS-IBA30572	IITA-TMS-IBA30572	self
TMS14F1318P0359	IITA-TMS-IBA30572	IITA-TMS-IBA30572	self
TMS14F1318P0363	IITA-TMS-IBA30572	IITA-TMS-IBA30572	self
TMS14F1318P0364	IITA-TMS-IBA30572	IITA-TMS-IBA30572	self
TMS14F1318P0365	IITA-TMS-IBA30572	IITA-TMS-IBA30572	self
TMS14F1318P0366	IITA-TMS-IBA30572	IITA-TMS-IBA30572	self
TMS14F1318P0367	IITA-TMS-IBA30572	IITA-TMS-IBA30572	self
TMS14F1318P0368	IITA-TMS-IBA30572	IITA-TMS-IBA30572	self
TMS14F1318P0369	IITA-TMS-IBA30572	IITA-TMS-IBA30572	self
TMS14F1318P0370	IITA-TMS-IBA30572	IITA-TMS-IBA30572	self
TMS14F1318P0371	IITA-TMS-IBA30572	IITA-TMS-IBA30572	self
TMS14F1319P0027	IITA-TMS-IBA070593	TMEB419	biparental
TMS14F1319P0135	IITA-TMS-IBA070593	TMEB419	biparental
TMS14F1319P0162	IITA-TMS-IBA070593	TMEB419	biparental
TMS14F1363P0001			
TMS14F1363P0002			
TMS14F1363P0003			
TMS14F1363P0004			
TMS14F1363P0006			
TMS15F1001P0001	TMS13F1381P0005	TMS13F1307P0004	biparental
TMS15F1001P0002	TMS13F1381P0005	TMS13F1307P0004	biparental
TMS15F1001P0003	TMS13F1381P0005	TMS13F1307P0004	biparental
TMS15F1002P0001	TMS13F1381P0005	TMS13F1060P0026	biparental
TMS15F1003P0001	TMS13F1381P0005	TMS13F1063P0019	biparental
TMS15F1003P0003	TMS13F1381P0005	TMS13F1063P0019	biparental
TMS15F1003P0006	TMS13F1381P0005	TMS13F1063P0019	biparental
TMS15F1003P0008	TMS13F1381P0005	TMS13F1063P0019	biparental
TMS15F1004P0001	TMS13F1381P0005	TMS13F1307P0004	biparental
TMS15F1004P0004	TMS13F1381P0005	TMS13F1307P0004	biparental
TMS15F1004P0005	TMS13F1381P0005	TMS13F1307P0004	biparental
TMS15F1004P0006	TMS13F1381P0005	TMS13F1307P0004	biparental
TMS15F1004P0011	TMS13F1381P0005	TMS13F1307P0004	biparental
TMS15F1004P0012	TMS13F1381P0005	TMS13F1307P0004	biparental
TMS15F1004P0017	TMS13F1381P0005	TMS13F1307P0004	biparental
TMS15F1004P0019	TMS13F1381P0005	TMS13F1307P0004	biparental
TMS15F1004P0022	TMS13F1381P0005	TMS13F1307P0004	biparental
TMS15F1006P0001	TMS13F1381P0005	TMS13F1308P0001	biparental
TMS15F1007P0001	TMS13F1381P0005	TMS13F1024P0018	biparental
TMS15F1009P0001	TMS13F1381P0005	TMS13F1063P0019	biparental
TMS15F1009P0004	TMS13F1381P0005	TMS13F1063P0019	biparental
TMS15F1011P0003	TMS13F1084P0006	TMS13F1307P0006	biparental
TMS15F1011P0005	TMS13F1084P0006	TMS13F1307P0006	biparental
TMS15F1012P0001	TMS13F1339P0009	TMS13F1303P0003	biparental
TMS15F1014P0001	TMS13F1381P0002	TMS13F1212P0007	biparental
TMS15F1014P0002	TMS13F1381P0002	TMS13F1212P0007	biparental
TMS15F1015P0001	TMS13F1332P0027	TMS13F1307P0011	biparental
TMS15F1015P0003	TMS13F1332P0027	TMS13F1307P0011	biparental
TMS15F1016P0001	TMS13F1332P0027	TMS13F1063P0019	biparental
TMS15F1016P0002	TMS13F1332P0027	TMS13F1063P0019	biparental
TMS15F1017P0004	TMS13F1332P0027	TMS13F1307P0002	biparental
TMS15F1017P0005	TMS13F1332P0027	TMS13F1307P0002	biparental
TMS15F1017P0007	TMS13F1332P0027	TMS13F1307P0002	biparental
TMS15F1017P0011	TMS13F1332P0027	TMS13F1307P0002	biparental
TMS15F1018P0001	TMS13F1332P0027	TMS13F1303P0003	biparental
TMS15F1020P0004	TMS13F1050P0008	TMS13F1212P0007	biparental
TMS15F1020P0008	TMS13F1050P0008	TMS13F1212P0007	biparental
TMS15F1021P0002	TMS13F1050P0008	TMS13F0214P0003	biparental
TMS15F1021P0003	TMS13F1050P0008	TMS13F0214P0003	biparental
TMS15F1021P0006	TMS13F1050P0008	TMS13F0214P0003	biparental
TMS15F1021P0009	TMS13F1050P0008	TMS13F0214P0003	biparental
TMS15F1021P0011	TMS13F1050P0008	TMS13F0214P0003	biparental
TMS15F1021P0013	TMS13F1050P0008	TMS13F0214P0003	biparental
TMS15F1021P0015	TMS13F1050P0008	TMS13F0214P0003	biparental
TMS15F1021P0018	TMS13F1050P0008	TMS13F0214P0003	biparental
TMS15F1021P0020	TMS13F1050P0008	TMS13F0214P0003	biparental
TMS15F1021P0027	TMS13F1050P0008	TMS13F0214P0003	biparental
TMS15F1021P0028	TMS13F1050P0008	TMS13F0214P0003	biparental
TMS15F1021P0030	TMS13F1050P0008	TMS13F0214P0003	biparental
TMS15F1021P0037	TMS13F1050P0008	TMS13F0214P0003	biparental
TMS15F1022P0001	TMS13F1050P0008	TMS13F1122P0003	biparental
TMS15F1022P0002	TMS13F1050P0008	TMS13F1122P0003	biparental
TMS15F1023P0009	TMS13F1050P0008	TMS13F1303P0001	biparental
TMS15F1023P0010	TMS13F1050P0008	TMS13F1303P0001	biparental
TMS15F1023P0020	TMS13F1050P0008	TMS13F1303P0001	biparental
TMS15F1023P0024	TMS13F1050P0008	TMS13F1303P0001	biparental
TMS15F1024P0002	TMS13F1050P0008	TMS13F1063P0019	biparental
TMS15F1024P0006	TMS13F1050P0008	TMS13F1063P0019	biparental
TMS15F1024P0008	TMS13F1050P0008	TMS13F1063P0019	biparental
TMS15F1025P0001	TMS13F1050P0008	TMS13F1307P0004	biparental
TMS15F1025P0002	TMS13F1050P0008	TMS13F1307P0004	biparental
TMS15F1026P0001	TMS13F1050P0008	TMS13F1307P0012	biparental
TMS15F1027P0001	TMS13F1050P0008	TMS13F1084P0018	biparental
TMS15F1029P0001	TMS13F1050P0008	TMS13F1003P0016	biparental
TMS15F1029P0002	TMS13F1050P0008	TMS13F1003P0016	biparental
TMS15F1031P0003	TMS13F1333P0010	TMS13F1307P0011	biparental
TMS15F1031P0006	TMS13F1333P0010	TMS13F1307P0011	biparental
TMS15F1031P0008	TMS13F1333P0010	TMS13F1307P0011	biparental
TMS15F1031P0011	TMS13F1333P0010	TMS13F1307P0011	biparental
TMS15F1033P0004	TMS13F1333P0010	TMS13F1303P0002	biparental
TMS15F1034P0001	TMS13F1333P0010	TMS13F1307P0002	biparental
TMS15F1035P0002	TMS13F1333P0010	TMS13F1063P0019	biparental
TMS15F1037P0004	TMS13F1064P0025	TMS13F1212P0007	biparental
TMS15F1038P0003	TMS13F1064P0025	TMS13F1063P0019	biparental
TMS15F1038P0006	TMS13F1064P0025	TMS13F1063P0019	biparental
TMS15F1039P0002	TMS13F1064P0025	TMS13F1303P0003	biparental
TMS15F1040P0005	TMS13F1064P0025	TMS13F1084P0018	biparental
TMS15F1041P0003	TMS13F1064P0025	TMS13F1303P0007	biparental
TMS15F1043P0001	TMS13F1084P0006	TMS13F1307P0006	biparental
TMS15F1045P0003	TMS13F1214P0004	TMS13F1303P0002	biparental
TMS15F1045P0004	TMS13F1214P0004	TMS13F1303P0002	biparental
TMS15F1051P0006	TMS13F1436P0004	TMS13F1063P0019	biparental
TMS15F1051P0007	TMS13F1436P0004	TMS13F1063P0019	biparental
TMS15F1053P0001	TMS13F1436P0004	TMS13F1084P0018	biparental
TMS15F1053P0007	TMS13F1436P0004	TMS13F1084P0018	biparental
TMS15F1053P0009	TMS13F1436P0004	TMS13F1084P0018	biparental
TMS15F1056P0002	TMS13F1079P0002	TMS13F1063P0019	biparental
TMS15F1057P0004	TMS13F1087P0014	TMS13F1307P0010	biparental
TMS15F1059P0002	TMS13F1309P0001	TMS13F1084P0018	biparental
TMS15F1060P0006	TMS13F1309P0001	TMS13F1303P0002	biparental
TMS15F1061P0003	TMS13F1309P0001	TMS13F1063P0019	biparental
TMS15F1064P0001	TMS13F1309P0001	TMS13F1303P0001	biparental
TMS15F1067P0009	TMS13F1087P0014	TMS13F1307P0007	biparental
TMS15F1067P0013	TMS13F1087P0014	TMS13F1307P0007	biparental
TMS15F1069P0001	TMS13F1381P0005	TMS13F1063P0019	biparental
TMS15F1069P0007	TMS13F1381P0005	TMS13F1063P0019	biparental
TMS15F1069P0008	TMS13F1381P0005	TMS13F1063P0019	biparental
TMS15F1071P0003	TMS13F1084P0006	TMS13F1212P0007	biparental
TMS15F1071P0006	TMS13F1084P0006	TMS13F1212P0007	biparental
TMS15F1071P0011	TMS13F1084P0006	TMS13F1212P0007	biparental
TMS15F1071P0012	TMS13F1084P0006	TMS13F1212P0007	biparental
TMS15F1071P0014	TMS13F1084P0006	TMS13F1212P0007	biparental
TMS15F1071P0015	TMS13F1084P0006	TMS13F1212P0007	biparental
TMS15F1071P0017	TMS13F1084P0006	TMS13F1212P0007	biparental
TMS15F1071P0022	TMS13F1084P0006	TMS13F1212P0007	biparental
TMS15F1071P0027	TMS13F1084P0006	TMS13F1212P0007	biparental
TMS15F1071P0038	TMS13F1084P0006	TMS13F1212P0007	biparental
TMS15F1071P0039	TMS13F1084P0006	TMS13F1212P0007	biparental
TMS15F1071P0045	TMS13F1084P0006	TMS13F1212P0007	biparental
TMS15F1071P0051	TMS13F1084P0006	TMS13F1212P0007	biparental
TMS15F1071P0053	TMS13F1084P0006	TMS13F1212P0007	biparental
TMS15F1071P0055	TMS13F1084P0006	TMS13F1212P0007	biparental
TMS15F1071P0057	TMS13F1084P0006	TMS13F1212P0007	biparental
TMS15F1072P0005	TMS13F1084P0006	TMS13F1063P0019	biparental
TMS15F1072P0006	TMS13F1084P0006	TMS13F1063P0019	biparental
TMS15F1072P0009	TMS13F1084P0006	TMS13F1063P0019	biparental
TMS15F1072P0010	TMS13F1084P0006	TMS13F1063P0019	biparental
TMS15F1072P0011	TMS13F1084P0006	TMS13F1063P0019	biparental
TMS15F1072P0012	TMS13F1084P0006	TMS13F1063P0019	biparental
TMS15F1072P0014	TMS13F1084P0006	TMS13F1063P0019	biparental
TMS15F1072P0016	TMS13F1084P0006	TMS13F1063P0019	biparental
TMS15F1072P0018	TMS13F1084P0006	TMS13F1063P0019	biparental
TMS15F1072P0019	TMS13F1084P0006	TMS13F1063P0019	biparental
TMS15F1072P0021	TMS13F1084P0006	TMS13F1063P0019	biparental
TMS15F1072P0024	TMS13F1084P0006	TMS13F1063P0019	biparental
TMS15F1072P0027	TMS13F1084P0006	TMS13F1063P0019	biparental
TMS15F1072P0031	TMS13F1084P0006	TMS13F1063P0019	biparental
TMS15F1073P0001	TMS13F1084P0006	TMS13F1303P0006	biparental
TMS15F1073P0002	TMS13F1084P0006	TMS13F1303P0006	biparental
TMS15F1073P0003	TMS13F1084P0006	TMS13F1303P0006	biparental
TMS15F1073P0005	TMS13F1084P0006	TMS13F1303P0006	biparental
TMS15F1073P0011	TMS13F1084P0006	TMS13F1303P0006	biparental
TMS15F1074P0003	TMS13F1084P0006	TMS13F1307P0011	biparental
